video,summary
B0778.54,The baboons are sitting in trees and on the ground.
B0718.21,"The baboons are sitting or standing on top of various objects, such as hills, trees, and piles of leaves, branches, and brush."
B1004.25,"Baboons and monkeys sit, stand, and perch on rocks and cliffs."
B0949.17,The baboons are standing and sitting on the rocks.
B0086.3,Monkeys and baboons are sitting in and on trees in the wild.
B0776.18,The baboons are sitting.
B1048.39,"The animals are climbing up, standing on, and sitting on top of rocks."
B0480.5,Baboons are sitting on both the hill and the ground.
B0783.63,"The baboons and monkeys sit in trees, both in the wild and on hills and branches."
B1029.6,"Baboons and monkeys are standing and sitting on rocks, near water and trees."
B0479.11,Monkeys and animals are sitting and standing on hills and ground.
B0615.5,"The monkeys are climbing, sitting, and standing on cliffs and rocks, while the lizards and birds are sitting and perched on various surfaces."
B0992.3,"The baboons are standing, sitting, walking, and sitting on rocks."
B0840.11,The monkeys are perched on the rock.
B0789.18,"The giraffe, leopard, and monkeys are all sitting or standing in trees."
B0750.33,"The animals, including baboons, monkeys, hyenas, a lion, elephants, and a leopard, are sitting in trees."
B0691.61,"The animals, including baboons, monkeys, a giraffe, a lion, an elephant, and a koala, are standing, sitting, walking, and resting in trees, on the ground, and on hillsides in the wild."
B0771.48,The baboons are sitting.
B0804.61,"Monkeys, baboons, and an elephant sit or stand in trees and on hills in the desert."
B0928.25,The baboons are standing.
B1052.47,"Monkeys and bears are climbing, sitting, and standing on rocks, cliffs, and walls."
B0233.10,"The animals, including kangaroos, birds, baboons, and monkeys, are walking across the desert and dirt fields."
B0995.51,"Bears are standing, sitting, and perched on rocks, cliffs, and in caves."
B0789.25,"The animals are sitting or standing in or on trees in various locations, including the wild and the desert."
B0060.13,The animals are sitting in the trees.
B1054.35,"The animals, including monkeys, lions, bears, and cats, are standing, sitting, or standing on rocks in the cave."
B0919.23,"The baboons are seen standing, sitting, and drinking from the water."
B0643.63,"The various animals, including monkeys, baboons, hippos, warthogs, wildebeest, and others, are sitting in the trees."
B0677.7,The monkeys and baboons are sitting in trees.
B1028.8,"Monkeys, baboons, and lions are climbing up rocks, cliffs, and mountains."
B0974.50,Baboons and monkeys are sitting on rocks and cliffs.
B0788.4,"Various animals, including giraffes, elephants, baboons, monkeys, and leopards, are seen sitting in or standing in trees in the wild, in various locations such as the desert and savannah."
B0742.36,"The animals are sitting, standing, and perching in trees in the wild, including giraffes, leopards, lions, cheetahs, birds, monkeys, and elephants."
B1008.28,"Monkeys and baboons are climbing, sitting, and standing on cliffs and rocks."
B0653.15,The baboons are sitting in the branches of a tree.
B0650.15,The baboons are sitting on a tree branch.
B0812.33,"The baboons are sitting, climbing, and perching in trees with their babies and other monkeys."
B0684.11,"The animals are sitting, standing, climbing, hanging, perching, and roaming in trees, forests, fields, and deserts."
B0809.28,The baboons and monkeys sit in trees.
B0047.4,"The animals are standing, sitting, and walking in various locations, including fields, trees, hills, and bushes."
B0869.5,"Monkeys sit, stand, and are present on rocks."
B0889.22,"The animals are seen standing, sitting, and perching on rocks."
B0760.28,The baboons and monkeys are sitting in trees.
B0778.36,The baboons sit in the branches of trees.
B0370.7,Bears and monkeys are sitting on or in various rocks and rock formations.
B0649.22,"The baboons, elephants, and giraffes are sitting and standing in trees and on top of hills in the wild."
B0976.32,"Monkeys and bears are sitting, standing, and perching on cliffs and rocks."
B0632.4,The bear and humans are standing on top of rock walls and cliffs.
B0819.22,"The animals sit on rocks in the water, including a monkey and a bird."
B0155.1,"Animals are seen standing, sitting, and standing on rocks in and around the water, including rivers, streams, and muddy areas."
B0409.6,"The animals are laying, sitting, and resting on the ground, rocks, and hillsides."
B0968.23,"Monkeys are sitting, standing, and climbing on rocks and cliffs."
B1058.10,The birds and monkeys are sitting and standing on the edges and tops of cliffs.
B0800.44,Baboons and brown bears are sitting in and on tree branches.
B0040.13,"The baboons sit and stand on various surfaces, including hills, ground, and a tree."
B1065.5,"The baboons and monkeys are walking, standing, and roaming on rocks and rocky hillslides."
B1064.1,"The animals, including monkeys, baboons, bears, and a leopard, are standing, walking, and sitting on rocks, cliffs, and hillsides."
B0761.45,"Baboons and monkeys are sitting in trees, on branches, and near rocks in various environments, including deserts, forests, and rocky hillslides."
B0297.8,"The animals, including penguins, birds, monkeys, baboons, and kangaroos, walked and roamed the desert terrain."
B0653.47,Baboons are seen sitting in and on trees.
B0711.26,The baboons are sitting.
B0749.2,The baboons and monkeys are sitting in the trees.
B0762.1,"The animals are standing, sitting, and climbing in various locations, including trees, fields, and the desert."
B0412.2,"The monkeys are sitting, standing, and sitting on top of the rocks."
B0056.2,"Monkeys are sitting, hanging, and climbing in trees, while a cheetah and a snake are also seen in trees."
B0665.55,"The baboons and monkeys are sitting in or on top of trees, often on hillsides, savannahs, deserts, and forests."
B1062.6,"Monkeys and baboons are climbing, sitting, and standing on cliffs and rocks."
B1021.9,"The animals are sitting, standing, and perching on cliffs, rocks, and sides of cliffs."
B0847.15,"The animals are walking, standing, and playing on the ground, rocks, and in the water and mud."
B0673.7,"Wild animals, including elephants, baboons, gorillas, and wildebeest, are seen sitting and standing in trees."
B0787.13,"The animals, including baboons, gorillas, elephants, and chimpanzees, are sitting, standing, and roaming in the trees, bushes, and wild areas."
B0307.11,"Monkeys are walking in various settings, including the desert, on the ground, and on a dirt road or field."
B0804.35,"Animals are sitting and standing on trees and hills in the desert, including baboons, monkeys, elephants, gorillas, and a leopard."
B0686.12,"The animals, including baboons, monkeys, and hyenas, are seen sitting, standing, walking, and standing in various locations such as trees, hills, grass, brush, and fields."
B0863.9,"Animals are standing and sitting on rocks and logs in the water, and some are even standing on top of them."
B0879.24,"Animals are sitting, standing, and perching on rocks in various locations, including water, deserts, and mountains."
B0054.7,Baboons sit on top of trees.
B0852.11,"The animals, including monkeys, goats, and birds, are standing, sitting, walking, and perching on rocks, cliffs, and in the water."
B0641.50,The baboons are sitting in and on the tree branches.
B0294.7,"Various animals, including birds, monkeys, and a kangaroo, are walking, standing, and sitting on the ground in the desert."
B0013.11,Monkeys and baboons are standing on rocks in the river.
B0818.1,"Animals, birds, frogs, and insects are sitting, standing, and perching on rocks and in the water next to rivers and rocks."
B0017.1,"The animals, including elephants, monkeys, wildebeest, and a bird, are sitting, standing, walking, and crossing on and around rocks in the water."
B0962.16,"The baboons are sitting, standing, playing, and fighting on and around rocks and the ground."
B0007.2,"Animals, including dogs and bears, are walking on dirt roads and in the desert."
B0662.63,"The animals are sitting, laying, and eating from tree branches."
B0797.5,The baboons are sitting.
B0795.23,The baboons are sitting in or on the trees.
B1039.4,"Monkeys, baboons, lions, bears, and other animals are standing, sitting, and perching on cliffs and rocks."
B0794.20,Monkeys and baboons are sitting in trees in the desert and wild.
B0782.65,Monkeys and baboons are sitting in and on trees.
B0906.9,"Monkeys, kangaroos, and other animals drink water from rocks, streams, and small pools."
B1030.5,"Monkeys, baboons, birds, penguins, and sea lions are sitting or standing on rocks, cliffs, and formations."
B0559.1,"The birds are sitting on various objects, including bushes, a cactus plant, and a tree."
B1045.57,"The bears, monkeys, bird, and bats are sitting or standing on cliffs and rocks."
B0778.50,"The baboons are sitting, either in trees or on the ground, near trees or brush."
B0645.58,"The baboons sit on tree branches in various environments, including the wild and desert."
B0023.1,"The animals, including elephants, monkeys, giraffes, zebras, and goats, are standing on top of rocks and cliffs."
B0696.24,"Monkeys, leopards, zebras, and cheetahs are climbing, sitting, and standing in trees in the wild."
B1049.47,"Monkeys and bears are sitting on rocks, both individually and in groups, in various locations."
B0963.26,"The animals, including monkeys, baboons, and birds, sit on rocks."
B0274.8,"The animals, including baboons, monkeys, birds, kangaroos, and elephants, are walking on the ground, across dirt fields, and on dirt roads in various environments, including deserts."
B0726.32,"The animals are sitting in or on trees, with monkeys and baboons perched on branches, and an elephant with its trunk in the air."
B0645.50,The baboons sit on tree branches in both wild and desert environments.
B0206.10,"Monkeys and animals are walking, standing, and roaming on the ground in the desert, including hills and dunes."
B0994.8,"Various animals, including monkeys, baboons, bears, and birds, are climbing up rock walls, cliffs, and rocks, and some are sitting or standing on top."
B0174.4,"Monkeys, elephants, hippos, bears, baboons, and other animals are swimming, sitting, and playing in the water and around rocks in the river."
B0023.14,The baboons and monkeys are standing on rocks in the river.
B0559.6,"The animals are sitting, standing, and hiding in various locations, including the brush, fields, trees, and bushes."
B0645.39,The baboon sits on a tree branch.
B0637.35,"Baboons and monkeys sit on top of trees, branches, and hills."
B0643.13,"Baboons are standing, walking, and roaming in various locations, including trees, hills, and grass."
B0934.22,"The baboons are standing, drinking, and gathering around water holes and pools."
B0787.60,"The animals, including baboons, gorillas, and elephants, are sitting or standing in trees, in fields, and in the wild."
B0661.64,The animals (baboons and monkeys) are sitting in or on trees.
B0948.7,"The baboons gather around water holes and rocks, standing, drinking, and socializing with other animals."
B0687.3,"Baboons sit in trees, often with their babies, alone or with other animals."
B0772.24,"The baboons and monkeys are sitting in various locations, including trees, on the ground, and on a hill."
B0778.2,"Baboons are seen standing, sitting, and gathering in various locations, including trees, grass, and ground."
B1029.58,"Birds and bears sit, stand, and perch on rocks in various locations, including cliffs, walls, and formations."
B1052.57,"Monkeys, bats, and birds are sitting on rocks."
B0638.11,"The monkeys and baboons are sitting, sleeping, hanging, and lying on tree branches."
B0931.1,"The animals, including baboons, monkeys, and birds, are standing, sitting, walking, and perching on the rocks and rocky hillside."
B0755.9,The baboons and vultures sit and perch on tree branches in the wild and desert.
B0321.4,"The animals, including birds and monkeys, are walking across the desert."
B0241.2,The birds and other animals are walking on the ground in the desert.
B0818.4,"The animals are sitting, sitting, and standing next to or on rocks and water."
B0798.23,"Baboons sit, sit, and sit some more, perching on trees, branches, and bushes."
B0232.7,"The animals are walking, standing, and crossing the desert, dirt roads, and fields, with various species such as birds, monkeys, butterflies, and baboons in motion."
B0970.32,"Monkeys, bears, and birds are climbing up rock faces and cliffs, while some sit on top or the side of these formations."
B0899.60,"The animals are seen playing, splashing, and rolling in the mud and water."
B0539.6,"Animals, including bears, monkeys, eagles, and goats, are standing or sitting on rocks, trees, and tree trunks."
B0999.26,"The monkeys and baboons are climbing, standing, and sitting on cliffs and rocks."
B0837.22,"Animals of various species, including birds, lizards, monkeys, rats, mice, squirrels, and frogs, are sitting on, standing on, or laying on top of rocks and grass."
B1031.31,"Monkeys and baboons are sitting, standing, and climbing on rocks and cliffs."
B0841.3,"The animals, including monkeys, elephants, bears, and birds, are climbing, sitting, standing, and perching on rocks, both in and out of the water."
B0757.33,The monkeys and baboons are sitting on or in trees.
B0398.7,The monkeys and small animals are sitting on rocks in various locations.
B0804.17,"Animals are sitting on or in trees, including baboons, monkeys, and elephants, in various locations such as the desert and on hills."
B0993.19,"Bears and mountain lions are standing and climbing on rocks and cliffs, while a bird and an owl are sitting on rocks."
B1025.58,"Monkeys and birds are climbing up cliffs and rocks, while baboons are sitting on the side of a cliff."
B0374.10,Birds are sitting on various rocks and cliffs.
B0308.10,"The monkeys, baboons, kangaroos, and birds are all walking or standing on the ground in the desert."
B0811.29,"The monkeys, baboons, gorillas, and chimpanzees are sitting in the trees."
B0680.18,"The monkeys and baboons are sitting on and in the trees, with some sitting on branches and others in the middle or with leaves."
B0981.14,"The animals, including a bear, are seen standing, sitting, and laying on rocks and in caves."
B0795.13,"Baboons are sitting, sitting, sitting, and hanging in trees."
B1040.63,The bear stands in front of a rock wall.
B0198.4,"Animals, including monkeys, birds, leopards, and elephants, are standing, sitting, or standing on top of rocks in or next to the water."
B0798.45,"The baboons are sitting in trees, on tree branches, and on the ground, eating leaves and sitting near bushes."
B0085.12,"The baboons and monkeys sit in trees on hillsides, branches, and in the middle of forests."
B0742.29,"The animals are standing, sitting, and perching in and around trees, both in the wild and in a desert."
B0746.26,The baboons and monkeys sit in trees in the wild.
B0714.32,Baboons and monkeys are sitting in and on trees.
B0671.10,"The baboons are sitting, climbing, and hanging from the trees."
B0951.3,"The monkeys and baboons are standing, sitting, and drinking on the rocks and near water."
B0779.60,"Animals, including monkeys, elephants, giraffes, baboons, and lions, sit or stand on top of trees and hills."
B0769.52,"The animals are sitting, laying, and perching in trees, on branches, and on the ground, with some holding onto their companions or looking at the camera."
B0730.29,"Giraffes are standing in various locations, including on top of trees, in fields, and on hills, while an elephant is also standing in a field."
B0793.18,"Monkeys, leopards, giraffes, and birds are sitting or perched in trees, while a koala sits in a tree in the desert."
B0750.29,"The baboons, monkeys, and a giraffe are sitting in the trees."
B0939.22,"Birds sit, stand, and walk on rocks near water sources."
B0791.13,"The animals, including baboons, monkeys, koalas, and kangaroos, sit in trees and on top of trees, often in groups."
B1051.64,"The monkeys are sitting on rocks and cliffs, while bears are sitting and standing on rocks and cliffs as well."
B1064.17,"The monkeys and baboons are climbing up rocks and cliffs, sitting on top, and standing on the edges."
B0536.1,"Animals, including birds, bears, monkeys, and mice, are seen sitting, standing, and laying on rocks and the ground in various desert and rocky areas."
B0894.4,"Animals such as bees, birds, bears, monkeys, and an eagle are seen sitting on or standing on rocks in or near the water."
B0820.16,"The monkeys and mountain lions climb, sit, and perch on rocks, while an eagle perches in the middle of a river."
B0688.11,The baboons are sitting in a tree.
B0682.21,"Monkeys and baboons are sitting, climbing, and perching in trees in the wild."
B0998.57,"Monkeys are standing, sitting, and climbing on rocks and cliffs, while a bear and a seal are also sitting on rocks."
B0913.7,"The monkeys and baboons are seen standing, sitting, and climbing on rocks and the ground."
B0803.11,"The elephants and giraffes are standing, sitting, and perching in trees, while a brown bear and a large bird are also occupying tree spaces."
B0678.63,"The animals are sitting, standing, and lying in the shade of or near trees."
B0700.27,"The animals, including chimpanzees, baboons, gorillas, and elephants, are sitting or standing in trees."
B0712.12,The baboons sit on branches in the wild and desert.
B0782.21,The baboons are sitting.
B0780.13,"Monkeys and other animals, such as giraffes and elephants, sit in trees."
B0849.25,"Animals are swimming, standing, sitting, and floating in the water, near rocks, and on rocks, while some are also flying overhead."
B0788.37,"Animals, including baboons, monkeys, and gorillas, sit in trees in various environments such as the wild, savannah, and desert."
B0927.22,The baboons are standing and sitting on the rocks.
B0925.10,"The baboons are sitting, standing, and walking on rocks, hills, and paths."
B0743.19,Monkeys and baboons are sitting in and on top of trees.
B0679.58,The animals are sitting in and on various tree branches.
B0960.22,"The birds, lizard, and monkey are all sitting or standing on top of rocks."
B0879.21,"The animals are seen sitting, standing, climbing, and perching on rocks, as well as swimming in the water."
B1037.44,"Animals, including a bear, monkeys, and birds, are standing, sitting, and climbing on rocks, cliffs, and walls."
B1032.32,"The animals, including a bear, bird, and monkey, are standing or sitting on the edge of a cliff."
B0400.12,"The monkeys are sitting, standing, and climbing on top of the rocks."
B0848.14,"Monkeys sit on rocks, an animal stands in water, and a dog walks on rocks near water."
B0786.62,"The gorillas, baboons, monkeys, and elephants are seen sitting, standing, and walking in trees, bushes, and the desert, exploring their natural habitats."
B0722.28,"Baboons sit, sit, and sit some more, often on tree branches, in the woods, and with their babies."
B1019.9,"The animals, including baboons, monkeys, and birds, are sitting, standing, and perching on rocks, cliffs, and caves."
B0861.18,"The animals, including birds, monkeys, baboons, and lizards, are walking, standing, sitting, and climbing on rocks, often near water or in the wild."
B0997.33,"The monkeys and bears are sitting and standing on top of, in the middle of, and in caves, as well as on rocks."
B0646.46,Baboons are sitting on top of trees and hills.
B0817.29,Elephants and giraffes are standing and sitting in trees in the middle of the desert.
B0755.8,Baboons sit in trees and on branches in the wild.
B0714.16,"The baboons, monkeys, and hyenas are sitting in and on the branches of the trees."
B0671.35,"The animals are sitting, standing, climbing, and walking in and around trees in the wild, including baboons, monkeys, elephants, and giraffes."
B0744.19,"The baboons, monkeys, kangaroos, and hyenas sit, stand, play, and rest in the bush, grass, and shade of trees."
B0519.1,The baboons and monkeys are sitting on rocks and the ground in the desert.
B1005.38,"Animals of various species are sitting, standing, and perching on rocks, cliffs, and in caves."
B0773.15,Baboons are sitting on tree branches.
B0779.39,"The elephants and baboons are sitting in or on trees, and some are standing in various locations such as hills, fields, and brush."
B0747.24,The animals are standing or sitting in trees.
B0535.2,"Animals, including bears and birds, are seen laying on the ground, on rocks, and in the woods."
B0739.18,"The animals, including baboons and monkeys, sit on tree branches and in trees in various locations, such as the wild, forest, and desert."
B0376.1,"The animals are sitting, perching, and climbing on rocks and cliffs."
B0885.28,"The animals, including monkeys, bears, and lions, are seen swimming, standing, and sitting in and around the water and rocks."
B0363.1,"Monkeys and baboons are sitting on top of rocks, cliffs, and edges."
B0084.3,The baboon sits on a tree branch.
B0970.52,"The bears and monkeys are climbing up rock faces and cliffs, while the birds are perched or sitting on the sides."
B0956.12,"The baboons and monkeys sit, stand, and drink water from rocks and water holes."
B0062.8,"Baboons are sitting in trees, on tree branches, and with their babies, engaging in various activities."
B0193.4,"The animals, including bears, elephants, monkeys, and birds, are standing on rocks in the water."
B0797.6,"Baboons are sitting on top of various objects, including trees and a bush."
B0939.9,"Monkeys and small animals are standing, sitting, and standing on rocks near water, in the desert, and on top of rocks."
B0447.3,"Baboons and other animals are standing, sitting, and eating on hills, cliffs, and hillside rocks."
B0746.3,"Animals such as monkeys, giraffes, leopards, cheetahs, and koalas are sitting or standing in trees, both in the wild and in desert environments."
B1049.31,Monkeys and bears are sitting and standing on rocks and cliffs.
B0266.16,Birds are walking on the ground in various locations.
B0702.5,"Animals of various species, including elephants, monkeys, birds, gazelles, and giraffes, are sitting in trees in their natural habitats."
B0802.49,"Animals, including baboons, bears, monkeys, and an elephant, are sitting in trees, often with their heads in the branches, eating, or looking at the camera."
B0805.22,"The animals are sitting, standing, or perching in or on trees."
B0686.58,"The animals are standing, sitting, walking, and laying on the ground and in the trees, rocks, and hills, with some even standing on top of each other."
B1042.14,"The animals are sitting, standing, or perching on various cliffs and rocks."
B1024.57,Monkeys and baboons are sitting on rocks.
B0948.1,The baboons and monkeys gather around the water hole to drink water from the small pool.
B0888.4,"The animals are swimming, playing, sitting, and jumping in the water, and some are standing or lying next to rocks in the river."
B0738.35,"The animals are sitting in or on trees, with baboons and monkeys occupying various branches and perches."
B0920.3,A group of baboons are standing on the rocks.
B0812.62,The baboons are sitting in or on trees.
B0854.9,"The bears, monkeys, and baboons are seen sitting, standing, and swimming on and around rocks and in the water."
B0265.6,Monkeys and kangaroos are walking through the desert.
B1025.28,"Birds, monkeys, penguins, and sea lions are sitting or perched on rocks and cliffs."
B0854.15,Monkeys and elephants are sitting on or in the water.
B0748.27,"The baboons and monkey are walking, standing, sitting, and climbing on the ground, trees, and rocks in the woods and wild areas."
B0682.3,The baboons and monkeys are sitting in and on the trees.
B1057.14,"Animals of various species, including monkeys, leopards, giraffes, birds, and lizards, are sitting or standing on rocks in the wild or desert environments."
B0407.4,"The baboons and monkeys are sitting, laying, and resting on the ground and rocks."
B0912.14,"The animals are sitting, standing, sleeping, and peeking out of rocks, with monkeys, baboons, bears, and birds all occupying various positions on and around the rocks."
B0756.5,"Animals of various species, including baboons, monkeys, elephants, lions, kangaroos, giraffes, and koalas, sit, stand, and lounge in trees, both in the sun and shade."
B0781.9,"Animals of various species, including giraffes, monkeys, leopards, lions, and koalas, are sitting in trees in various locations, including the desert, forest, and wild."
B0390.5,"Monkeys and baboons sit on various surfaces, including logs and rocks."
B0849.22,"Animals, including bears, monkeys, cats, birds, and mountain lions, sit, stand, and lay on top of rocks."
B0968.16,"The monkeys are climbing up the cliffs, while the bear is standing on the side and one is climbing up as well."
B0468.8,"Monkeys and baboons are walking, sitting, and standing on top of rocks and rocky hills."
B1016.45,"The animals, including monkeys, bears, lions, penguins, and seals, are standing in front of, on top of, and beside rocks and caves."
B0451.6,"The baboons and monkeys are seen sitting, climbing, and perching on rocks and a rock wall."
B0696.32,"Monkeys are sitting in, climbing up, and sitting on trees in the wild."
B1034.16,"The animals, including bears, monkeys, birds, and a mountain lion, are sitting or standing on cliffs and rock faces."
B1025.23,"Monkeys are climbing up cliffs, rocks, and rock faces, while bears and birds are sitting or standing on top of or beside cliffs and rocks."
B0317.4,"Animals, including birds, kangaroos, monkeys, and baboons, are walking or sitting on the ground."
B0765.51,The baboons are sitting on tree branches.
B0528.6,"The baboons, monkeys, kangaroos, and small animals sit on rocks and hillsides."
B0679.57,"The baboons and monkeys are sitting in or on various trees, branches, and structures."
B0693.61,"Baboons, monkeys, an elephant, a leopard, and kangaroos are seen sitting, climbing, and perching in trees."
B0968.55,"The monkeys, bears, and person stand, sit, or sit on the edge of the cliffs."
B0111.1,The baboons are sitting in and on top of the trees.
B0457.9,"Baboons are walking, standing, and roaming on rocks, ground, and hillsides in the wild."
B0847.2,"Monkeys, elephants, kangaroos, and a bee are seen standing, sitting, or standing on rocks in or above the water."
B0031.13,The animals walk and sit on the ground.
B0659.60,"Baboons sit on various surfaces, including tree branches and the ground, near trees."
B0694.13,"The animals, including giraffes, lions, monkeys, leopards, elephants, and cheetahs, are standing and sitting in trees in the wild."
B0477.9,"The baboons are sitting, playing, and romping in the dirt and mud, with the babies joining in on the fun."
B0550.5,"The animals are sitting on the ground near various objects such as bushes, trees, and rocks."
B1049.16,"The animals, including bears, monkeys, and birds, are standing, sitting, and climbing on rocks and cliffs."
B0689.37,"The baboons and monkeys are sitting on top of various objects such as trees, branches, and rocks."
B1027.6,"Baboons and monkeys are standing, sitting, and perching on rocks and cliffs."
B0676.19,"The animals, including baboons, monkeys, and a giraffe, are sitting and standing in trees and on hills in the wild."
B0672.50,"The animals are standing, sitting, and perching in various trees and branches."
B1049.2,"Bears are standing, sitting, and climbing on rocks and cliffs."
B0687.14,"The baboons are seen standing, sitting, and walking in and around the trees in the woods."
B0474.8,The baboons are sitting.
B0851.11,"The animals are sitting, standing, swimming, and playing in the river, on rocks, and in the mud."
B0684.61,"The monkeys are sitting in trees, while giraffes, leopards, and elephants are standing or sitting in trees as well."
B0800.19,The baboons are sitting in a tree.
B0658.59,"The baboons are sitting in, on, and near trees, either on the ground or on branches."
B0659.6,"Animals, including baboons, kangaroos, and monkeys, are sitting in or on trees in the wild."
B0729.8,The monkeys and baboons are sitting on or in trees.
B0297.2,"The animals, including baboons, monkeys, birds, and kangaroos, are walking or standing on the ground, with some groups also seen walking across fields or in the desert."
B0335.4,"The animals, including monkeys, baboons, and a dog, are walking on the ground in the desert."
B1051.3,"The animals are sitting, perching, and climbing on various rocks and cliffs."
B0949.24,Baboons are sitting or standing on the rocks.
B0838.12,"The animals are swimming, crossing, and standing in the water, with elephants, wildebeest, monkeys, and others navigating the river."
B0321.3,"The animals, including birds, monkeys, and others, are walking and flying across various fields and deserts."
B0703.9,"The baboons are sitting, eating, and perching on tree branches and a fence."
B0698.49,"The animals are standing, sitting, and eating in trees, on rocks, and on the ground, while some are also scavenging and feasting on dead animals."
B0648.53,The baboons and monkeys are sitting in and on trees.
B0082.2,The baboons are sitting in the branches of a tree.
B0405.8,The animals are sitting on the rocks.
B0578.1,"Monkeys and bears are climbing up rocks, walls, and faces."
B0890.38,The animals are standing on rocks in the water.
B0381.7,Monkeys and bears are sitting and standing on various rocks and cliffs.
B0687.12,"The monkeys, baboons, lions, leopards, koalas, and elephants sit, stand, and eat in the trees."
B0759.5,"The animals, including elephants, baboons, giraffes, monkeys, and others, are standing, sitting, climbing, and hanging from trees."
B0807.47,"Monkeys sit in trees in various locations, including deserts, forests, and near rivers."
B0807.15,"Monkeys and birds are sitting in trees in various locations, including forests, deserts, and near rivers and dirt roads."
B0899.37,"The animals are standing, sitting, or perching on rocks, including lions, monkeys, and a giraffe."
B0684.40,"The animals are sitting, climbing, and standing in various locations, including trees, shade, ground, and grass."
B0680.52,"The baboons, hyena, monkey, and wild boar are all sitting in or on trees."
B0711.13,"The baboons are sitting, standing, and resting in and around trees."
B0604.5,The animals are sitting on top of rocks in the zoo or in their enclosures.
B0611.5,"The monkeys are sitting, sitting, sitting, sitting, climbing, and sitting on various rocks and cliffs."
B1023.8,"The animals are standing or sitting on top of, the edge of, or beside cliffs and rocks."
B0891.6,"The animals, including bears, mountain lions, and monkeys, climb, sit, and stand on rocks."
B0373.6,Monkeys and baboons are sitting on the rocks.
B0370.12,"Monkeys are sitting, hiding, and perching on rocks, while bears are sitting and hiding in various rock formations and cliffs."
B0158.1,"The animals, including monkeys, baboons, elephants, and hippos, are swimming, playing, and walking on rocks in and around the water."
B0981.7,The bear sits on top of a rock in the dark.
B0925.13,"The baboons are sitting, standing, and walking on rocks and ground."
B0718.10,Baboons are sitting and standing on top of hills and trees.
B0802.57,The baboons and monkeys are sitting in trees.
B0286.3,"The animals, including kangaroos and birds, are walking and roaming through the desert."
B0783.44,"The animals sit in and on top of trees, with birds and baboons being seen perched on branches."
B0880.26,"The animals, including fish, dogs, elephants, monkeys, snakes, and birds, are swimming, standing, and sitting in the water, with some having their heads and trunks out of the water."
B0723.10,"The animals, including baboons, giraffes, elephants, and gorillas, are standing, sitting, and standing on top of trees and hills in the wild."
B0129.7,Baboons are sitting on tree branches.
B0691.38,"Monkeys, birds, leopards, lions, giraffes, and cheetahs are sitting or standing in trees in the wild."
B0723.16,"The animals are standing, sitting, and climbing trees, hills, and bushes."
B0110.1,"Monkeys and baboons sit in trees, on hills, and on rocky ground, often with their backs to the camera."
B0536.8,"Animals are seen sitting, standing, walking, and lying down on the ground, rocks, and in various environments, including deserts, forests, and fields."
B0451.13,"The baboons and monkeys are climbing, sitting, and playing on and around rocks."
B0802.60,"The baboons and monkeys sit in trees, occupying branches and looking at the camera."
B0815.5,"The animals, including monkeys and baboons, sit in and on trees in various locations, including in the wild, in the forest, and on hills."
B0488.6,"The baboons walk, sit, eat, and stand on hillsides."
B0651.16,Baboons sit on top of trees and branches.
B0903.38,"The animals are standing on top of rocks in the water, with various species including monkeys, baboons, bears, elephants, and iguanas."
B0645.57,The baboons sit or are sitting on tree branches.
B0715.6,"Baboons are sitting in trees, on branches, and with other animals."
B0754.32,The animals are climbing and sitting on top of trees.
B0635.8,Baboons sit and sit on top of trees.
B0192.13,Monkeys are seen sitting on and standing on rocks in the water.
B0769.21,"Animals are sitting, perching, and laying in tree branches, with various species such as monkeys, baboons, eagles, and an elephant engaging in these actions in different environments."
B1052.37,"The animals, including monkeys, bears, penguins, and others, are sitting or standing on top of rocks."
B0968.58,"The monkeys and bears are sitting, standing, and perching on or in various parts of the cliff."
B0658.62,The baboons are sitting in and on the branches of the trees.
B0746.21,"Monkeys and baboons are sitting in trees in various locations, including the wild, desert, and forest."
B0974.36,Monkeys and baboons are climbing up rocks and cliffs.
B0668.36,"The animals, including baboons, monkeys, and bears, are sitting, climbing, and perching in trees."
B0724.9,"Monkeys and baboons sit on or in tree branches, while an elephant sits in a tree with its trunk sticking out or in the air."
B0983.31,The monkeys and birds are sitting on various rocks and cliffs.
B0799.37,Baboons are sitting in and on top of trees.
B0775.35,"The baboons are sitting in trees, on branches, and on the ground, eating leaves and enjoying the shade."
B0737.31,Animals such as baboons and monkeys sit on top of trees or branches in the wild.
B0771.22,"The baboons sit on top of trees, branches, and rocks."
B0770.45,The baboons are sitting in and on trees.
B1035.1,"The animals are climbing, sitting, and standing on cliffs and rocks."
B0022.8,"The animals, including elephants, monkeys, baboons, and a dog, are walking, standing, and crossing through muddy rivers and areas, as well as standing on rocks in the water."
B0743.10,"Monkeys and baboons are sitting in and on trees, including branches, in the wild."
B0054.8,Baboons sit on top of trees and branches.
B0386.5,Two baboons are sitting on the edge of a cliff.
B0678.42,The baboons are eating from the tree branches and standing in the shade.
B0493.2,"The baboons are sitting, walking, and standing on the ground, hills, and rocks."
B0207.15,"Birds and animals are sitting, standing, and walking on the ground in the desert."
B0422.4,Monkeys and a giraffe sit on rocks and cliffs in the jungle.
B0672.57,"The animals are standing, sitting, and perching in trees."
B0060.2,Baboons are sitting in trees.
B0674.41,Baboons sit on top of trees and branches in the wild.
B0833.12,"Animals, including dogs, elephants, monkeys, and fish, swim, stand, and play in the river and muddy water."
